ID;Année;Mois ;Date ;Pays;CATPROD;Produit;CATFRAU;OBJETFRAU;LINKSOURCE;;;;;;;;;;;;;;;;;;
GFF87364;2024;févr;07/02/2024;Malaysia;Alcoholic beverages;alcoholic beverages;Grey market ;The authorities seized 126 720 litres of contraband alcoholic beverages (total value of 877 000 Euros). ;https://www.thestar.com.my/news/nation/2024/02/20/customs-dept-seize-over-rm7mil-of-smuggled-pork-and-alcohol-in-north-port-raids;;;;;;;;;;;;;;;;;;
GFF87365;2024;févr;08/02/2024;Taiwan;Pet food;cat food;Adulteration, Product tampering;Researchers have studied species misrepresentation in cat food products by using DNA barcoding (~85 basepairs of the mitochondrial 16S rRNA gene) followed by Sanger or next generation sequencing (NGS). Out of 138 canned cat food products in the Taiwanese market, the mislabelling rate was 28.99%, the majority related to tuna replacement.;https://peerj.com/articles/16833/;;;;;;;;;;;;;;;;;;
GFF87366;2024;févr;09/02/2024;Brazil;Honey and royal jelly;honey;Adulteration, Product tampering;In the operation xaropel the federal police seized 8 000 bottles of adulterated honey and dismantled a criminal organisation selling 15 tons per month of sugar syrups as real honey, with a profit margin of 2 000%. ;https://www.gov.br/agricultura/pt-br/assuntos/noticias/mapa-realiza-operacao-de-fiscalizacao-de-mel-adulterado-e-falsificado-em-minas-gerais;;;;;;;;;;;;;;;;;;
GFF87367;2024;févr;10/02/2024;Singapore;Meat and meat products (other than poultry;pork and chicken products;Grey market ;The Singapore Food Agency (SFA) seized 2 tons of pork and chicken products illegally imported from Thailand. ;https://www.sfa.gov.sg/docs/default-source/default-document-library/media-release-on-prosecution-against-ekachai-yasaeng.pdf;;;;;;;;;;;;;;;;;;
GFF87368;2024;févr;11/02/2024;Pakistan;Poultry meat and poultry meat products;rotten chicken meat;Adulteration, Product tampering;The authorities seized 8.2 tons of rotten chicken meat, ready to be processed and supplied to the markets. ;https://www.app.com.pk/domestic/8200-kg-substandard-rotten-chicken-pieces-discarded/;;;;;;;;;;;;;;;;;;
GFF87369;2024;févr;12/02/2024;Bangladesh;Alcoholic beverages;wine;Grey market ;The authorities arrested four persons and seized 1 230 litres of cholai wine, an illegal alcoholic beverage usually made from rice. ;https://www.bssnews.net/district/174926;;;;;;;;;;;;;;;;;;
GFF87370;2024;févr;13/02/2024;Brazil;Cereals and bakery products;flour;Adulteration, Product tampering, Grey market ;The authorities seized 25 tons of wheat flour not suitable for human consumption and stored in an illegal food establishment. ;https://www.acritica.com/manaus/vigilancia-sanitaria-apreende-25-toneladas-de-trigo-falsificado-em-deposito-na-zona-leste-1.332724;;;;;;;;;;;;;;;;;;
GFF87371;2024;févr;14/02/2024;Italy;Dietetic foods, food supplements, fortified foods;food supplements;Document forgery ;The authorities seized 25 000 food supplements from India without any health certification, but simply declared as vegetable products. ;https://www.iltirreno.it/livorno/cronaca/2024/02/26/news/sequestrati-25mila-integratori-alimentari-a-livorno-erano-privi-di-certificati-sanitari-1.100480035;;;;;;;;;;;;;;;;;;
GFF87372;2024;févr;15/02/2024;Mexico;Crustaceans and products thereof;seafood;Adulteration, Product tampering;"The NGO Oceana Mexico denounced high levels of glazing in imported seafood products. According to their analyses, up to 60% of the weight is actually ice, whereas the internationally acceptable limit is 12%. - 43% of imported fish fillets (mostly basa and tilapia) were adulterated with at least 21% of glaze; - More than 70% of imported and 20% of domestic frozen shrimps exceeded the limit of 12% glazing. ";https://mx.oceana.org/reports/gato-x-liebre-el-fraude-del-pescado-congelado/;;;;;;;;;;;;;;;;;;
GFF87373;2024;févr;16/02/2024;Pakistan;Cocoa and cocoa preparations, coffee and tea;tea leaves;Adulteration, Product tampering;The authorities seized 2 tons of substandard and unhealthy tea leaves. Adulterants include non-food colouring, bran, used tea, gypsum powder and molasses syrup. ;https://www.urdupoint.com/en/sports/kp-food-safety-halal-food-authoritys-big-ac-1799599.html;;;;;;;;;;;;;;;;;;
GFF87374;2024;févr;17/02/2024;Pakistan;water for human consumption ( other ) ;mineral water;Adulteration, Product tampering;The authorities seized 1 215 bottles of mineral water produced with contaminated water and filled in non-food grade bottles.;https://arynews.tv/pfa-seals-fake-bottled-water-units/;;;;;;;;;;;;;;;;;;
GFF87375;2024;févr;18/02/2024;Pakistan;Other food products/ mixed;sugar;Document forgery ;The authorities seized 60 tons of sugar with fake documents and stamps. ;https://tribune.com.pk/story/2457951/fbr-detects-over-rs85m-tax-evasion;;;;;;;;;;;;;;;;;;
GFF87376;2024;févr;19/02/2024;Ghana;Fats and oils;cooking oil;Grey market ;The authorities seized in total almost 63 000 litres of smuggled cooking oil. ;https://www.adomonline.com/over-10000-gallons-of-smuggled-cooking-oil-seized-photos/;;;;;;;;;;;;;;;;;;
GFF87377;2024;févr;20/02/2024;Brazil;Food;food;Adulteration,Product tampering, Grey market, Misdescription, Mislabelling, Misbranding;The authorities seized 18 tons of food expired or with no expiration date, unfit for human consumption, stored inappropriately, with falsified labels or with irregularities in the documentation. ;https://www.mprs.mp.br/noticias/58964/;;;;;;;;;;;;;;;;;;
GFF87378;2024;janv;01/01/2024;Italy;Fats and oils;vegetables oils ;Adulteration, Product tampering;Fifty restaurants in Rome have been accused of using vegetables oils adulterated with beta-carotene and chlorophyll to look like olive oil. Customers were deceived in thinking restaurants were using authentic olive oil. ;https://www.romatoday.it/cibo/truffa-olio-roma-chef-ruffi.html;;;;;;;;;;;;;;;;;;
GFF87379;2024;janv;02/01/2024;Kenya;Cereals and bakery products;rice;Grey market ;The authorities seized 31.55 tons of contraband rice. ;https://www.the-star.co.ke/news/realtime/2024-01-02-police-seize-lorry-with-suspected-contraband/;;;;;;;;;;;;;;;;;;
GFF87380;2024;janv;03/01/2024;Tunisia;Herbs and spices;spices;Adulteration, Product tampering;The authorities seized 50 tons of spices and condiments not suitable for human consumption and adulterated with waste from canning factories, corn seeds, subsidized oil and colourings. ;https://www.webdo.tn/fr/actualite/regions/sousse-50-tonnes-d-epices-contrefaites-saisies-et-six-personnes-arretees/211261;;;;;;;;;;;;;;;;;;
GFF87381;2024;janv;04/01/2024;Nigeria;Alcoholic beverages;alcoholic beverages. ;Grey market ;The authorities seized 24 000 bottles of smuggled alcoholic beverages;https://punchng.com/kano-hisbah-seizes-truck-with-24000-bottles-of-beer/;;;;;;;;;;;;;;;;;;
GFF87382;2024;janv;05/01/2024;Kenya;Milk and milk products;milk powder;Grey market ;The authorities seized 32.5 tons of contraband milk powder. ;https://www.foodsafetyafrica.net/police-bust-massive-contraband-milk-powder-syndicate-in-nairobi/;;;;;;;;;;;;;;;;;;
GFF87383;2024;janv;06/01/2024;Nigeria;Cereals and bakery products;rice;Grey market ;The authorities seized in total 480.1 tons of smuggled parboiled rice. ;https://dailytrust.com/customs-intercepts-bullion-van-with-smuggled-rice-access-banks-n24m-in-ogun/;;;;;;;;;;;;;;;;;;
GFF87384;2024;janv;07/01/2024;Iran;Alcoholic beverages;alcoholic beverages. ;Adulteration, Product tampering,Grey market;Three people died after consuming illegal alcoholic beverages adulterated with methanol. ;https://www.mesvaccins.net/web/news/21545-nouvelles-intoxications-au-methanol-en-iran;;;;;;;;;;;;;;;;;;
GFF87385;2024;janv;08/01/2024;Tunisia;Alcoholic beverages;alcoholic beverages. ;Adulteration, Product tampering;Four people died after consuming adulterated alcoholic beverages. ;https://noticias.uol.com.br/ultimas-noticias/rfi/2024/01/07/consumo-de-alcool-contaminado-provoca-4-mortes-e-40-hospitalizacoes-na-tunisia.htm;;;;;;;;;;;;;;;;;;
GFF87386;2024;janv;09/01/2024;Italy;Fats and oils;olive oil;Adulteration, Product tampering,Grey market;Between November and December 2023, the authorities seized 46 000 litres of olive oil mislabelled as of superior quality, or without documentation. The authorities seized 7.5 tons of olives and 1 500 litres of olive oil without any traceability documentation. ;https://ilfattoalimentare.it/olio-extravergine-ispezioni-nas.html;;;;;;;;;;;;;;;;;;
GFF87387;2024;janv;10/01/2024;India;Cereals and bakery products;rice;Grey market ;The authorities seized 35 in total tons of rice meant for the Public Distribution System (PDS). ;https://www.uniindia.com/~/kakinada-20-quintals-of-pds-rice-seized-in-private-premises/States/news/3120263.html;;;;;;;;;;;;;;;;;;
GFF87388;2024;janv;11/01/2024;Spain/ Italy;Fish and fish products;tuna ;Document forgery,Misdescription, Mislabelling,Misbranding ;"In the ""operation Matsu""the authorities (Civil Guard and Carabinieri) dismantled a criminal organisation taking canned tuna from the Italian market, relabelling them in unsanitary conditions and reintroducing the fraudulent products into the market with a new label, health registration and expiration date. In many cases (33/40) olive oil was in reality sunflower oil or pomace oil. The authorities also seized 45 000 litres of olive oil and 120 000 cans of tuna. Most of the preserved cans seized were intended to supply small businesses and large food chains in Spain and Italy mainly during the Christmas holidays. ";https://cadenaser.com/rioja/2024/01/08/fraude-alimentario-internacional-cuatro-detenidos-en-la-empresa-riojana-plaza-chica-por-comercializar-de-forma-irregular-conservas-de-atun-radio-rioja/;;;;;;;;;;;;;;;;;;
GFF87389;2024;janv;12/01/2024;France;Milk and milk products;butter;Adulteration,Product tampering,Misdescription,Mislabelling, Misbranding;An investigation by the Direction générale de la concurrence, de la consommation et de la répression des fraudes (DGCCRF), carried out in 2019, revealed an anomaly rate of 29.5% in the butter chain. In total, 129 establishments were inspected and 89 laboratory analyses carried out. This gave rise to 30 warnings  mainly for excessively high water contents and non-compliant labelling  7 injunctions (return to compliance) and 1 criminal report drawn up for destruction of seals.;https://www.tf1info.fr/conso/video-enquete-dgccrf-eau-creme-sel-composition-du-beurre-la-repression-des-fraudes-met-en-garde-une-trentaine-d-industriels-2281505.html?_x_tr_hist=true;;;;;;;;;;;;;;;;;;
GFF87390;2024;janv;13/01/2024;Pakistan;Milk and milk products;milk  ;Adulteration, Product tampering;The authorities seized in total 355 500 litres of milk adulterated with formalin, powder, and/or water. ;https://www.urdupoint.com/en/pakistan/1500-liter-adulterated-milk-wasted-1784181.html;;;;;;;;;;;;;;;;;;
GFF87391;2024;janv;14/01/2024;Czechia ;Fats and oils;olive oil;Misdescription,Mislabelling,Misbanding ;"The Czech Agriculture and Food Inspection Authority (SZPI) analysed 21 samples of olive oil, identifying a non-compliance rate of 67% (14 out of 21). Some samples were mislabelled "" as extra virgin olive oil"" stating a quality superior to the real one, or they presented deficiencies in the labelling. ";https://www.foodsafetynews.com/2024/01/czech-controls-find-problems-with-olive-oil-and-meat-products/;;;;;;;;;;;;;;;;;;
GFF87392;2024;janv;15/01/2024;Pakistan;Herbs and spices;chooran ;Adulteration, Product tampering;The authorities seized 5 tons of adulterated amchoor and 2.7 tons of adulterated chooran prepared without proper hygienic conditions. ;https://www.urdupoint.com/en/pakistan/pfa-seals-two-food-factories-1784934.html;;;;;;;;;;;;;;;;;;
GFF87393;2024;janv;16/01/2024;Argentina;Cereals and bakery products;corn;Grey market ;The authorities seized 40 tons of contraband corn. ;https://agrocampana.com.ar/noticias_pagina.php?noticia=89957;;;;;;;;;;;;;;;;;;
GFF87394;2024;janv;17/01/2024;India;Alcoholic beverages;liquor;Grey market ;The authorities seized in total 17 600 bottles of contraband liquor.;https://www.devdiscourse.com/article/law-order/2776402-up-police-seizes-truck-transporting-illicit-liquor-worth-rs-35-lakh-from-haryana-to-mp;;;;;;;;;;;;;;;;;;
GFF87395;2024;janv;18/01/2024;India;"Other food products/
mixed";sugar;Grey market ;The authorities seized in total 35 tons of contraband sugar. ;https://www.devdiscourse.com/article/headlines/2793592-meghalaya-bsf-seizes-18000-kg-sugar-190-bottles-of-phensedyl-syrup-near-international-border;;;;;;;;;;;;;;;;;;
GFF87396;2024;janv;19/01/2024;Italy;Cereals and bakery products;pasta;Grey market ;The authorities seized 2 tons of pasta and sauces without traceability documentation. ;https://www.giornalelora.it/carabinieri-nas-bologna-in-un-pastificio-riscontrate-muffe-e-infestazione-di-roditori/;;;;;;;;;;;;;;;;;;
GFF87397;2024;janv;20/01/2024;France;Alcoholic beverages;alcohol;Grey market ;The authorities seized 1780 litres of contraband alcohol from Luxembourg.;https://www.lessentiel.lu/de/story/erwischt-fahrer-schmuggelte-1780-liter-alkohol-aus-luxemburg-103026436;;;;;;;;;;;;;;;;;;
GFF87398;2024;janv;21/01/2024;Malaysia;Meat and meat products (other than poultry;meat;Grey market ;The authorities seized 164.8 tons of contraband meat (beef and pork), for a total value of 507 000 Euros;https://www.thestar.com.my/news/nation/2024/01/24/customs-seizes-rm26mil-worth-of-beef-pork-imported-without-permits;;;;;;;;;;;;;;;;;;
GFF87399;2024;janv;22/01/2024;Colombia;Alcoholic beverages;liquor;Grey market ;The authorities seized 5 300 litres of contraband liquor. ;https://www.eltiempo.com/colombia/cali/tenian-listo-mas-de-5-mil-litros-de-trago-de-contrabando-para-vender-en-cali-848543;;;;;;;;;;;;;;;;;;
GFF87400;2024;janv;23/01/2024;Kyrgyzstan;Fish and fish products;fish ;Grey market ;The authorities seized 21 tons of fish smuggled from Russia;https://24.kg/english/285217__Smuggling_of_21_tons_of_fish_from_Russia_into_Kyrgyzstan_prevented/;;;;;;;;;;;;;;;;;;
GFF87401;2024;janv;24/01/2024;Pakistan;Fats and oils;oil;Adulteration, Product tampering;The authorities seized 6 300 litres of expired and substandard oil used by food points. Punjab Food Authority seized 10 000 litres of cooking oil made up of inedible poultry offal and bones;https://www.urdupoint.com/en/pakistan/pfa-fines-1100-eateries-for-unhygienic-cookin-1789511.html;;;;;;;;;;;;;;;;;;
GFF87402;2024;janv;25/01/2024;France;Fruits and vegetables;fruits and vegetables ;Grey market ;The authorities of the French Guiana seized 1.5 tons of contraband fruits and vegetables from Brazil. ;https://www.franceguyane.fr/actualite/faitsdivers/regina-importantes-saisies-de-fruits-et-legumes-de-contrebande-972671.php;;;;;;;;;;;;;;;;;;
GFF87403;2024;janv;26/01/2024;Zambia;Alcoholic beverages;alcoholic beverages. ;Grey market ;Zambia Revenue Authority seized 2000 of smuggled alcoholic beverages (total value of 143 000 Euros). ;https://www.daily-mail.co.zm/2024/01/29/zra-seizes-k4m-alcohol-gaga/;;;;;;;;;;;;;;;;;;
GFF87404;2024;janv;27/01/2024;Pakistan;Meat and meat products (other than poultry;meat;Adulteration, Product tampering;The authorities seized 12 tons of substandard, expired and unhygienic meat and adulterated spices. ;https://www.urdupoint.com/en/pakistan/expired-unhygienic-frozen-meat-worth-rs18-m-1790284.html;;;;;;;;;;;;;;;;;;
GFF87405;2024;janv;28/01/2024;Uganda;Fats and oils;oil;Grey market ;The authorities seized 3 000 litres of contraband cooking oils from the Democratic Republic of Congo;https://chimpreports.com/ura-seizes-3-000-litres-of-smuggled-cooking-oil/;;;;;;;;;;;;;;;;;;
GFF87406;2023;déc;01/12/2023;Nigeria;Cereals and bakery products;rice;Grey market ;The authorities seized 149.5 tons of contraband foreign parboiled rice (total value of 237 500 Euros), 7 300 litres of contraband foreign refined vegetable oils (total value of 21 000 Euros), 2 131 cartons of spaghetti, macaroni and couscous (total value of 21 000 Euros), 360 cartons of frozen poultry products (total value of 23 900 Euros). ;https://guardian.ng/news/customs-seize-264-smuggled-items-worth-n2-9b-in-northern-region/;;;;;;;;;;;;;;;;;;
GFF87407;2023;déc;02/12/2023;Philippines;Meat and meat products (other than poultry;meat;Grey market ;The authorities seized 130 tons of smuggled meat and poultry (total value of 670 000 Euros). Some products were also rotten. ;https://news.abs-cbn.com/news/12/01/23/smuggled-meat-seized-in-navotas;;;;;;;;;;;;;;;;;;
